huc_code,avg_curvature,avg_swm1,avg_swm2,avg_ori,avg_dsm,avg_geomorph,avg_pos,avg_tpi,avg_twi
190503021105,-0.00014254824782256037,0.03901280462741852,0.03896462917327881,117.96177589860697,357.9231262207031,5.9329108167086995,0.926347553730011,0.003345285076647997,7.502046224576413
190503021106,-0.0005301108467392623,0.039506152272224426,0.03578554466366768,107.0926585092525,237.14816284179688,5.306044663422695,0.9316895008087158,0.006473831832408905,7.365656652062369
190503021107,-8.689747483003885e-05,0.03726973757147789,0.0370171032845974,108.26029391444408,437.88116455078125,5.716826687993539,0.9001204371452332,0.0009740179521031678,7.263561213332635
190503021108,-0.000135546360979788,0.040675558149814606,0.04322325810790062,122.03613692882647,490.6472473144531,5.9366391586434935,0.9050103425979614,0.004257298540323973,7.640003914088621
190503021109,-0.00023949501337483525,0.035130344331264496,0.03418896347284317,117.36865075678736,344.9364318847656,5.6765581396224665,0.8840082883834839,0.006262517999857664,6.8929461431464265
190503021201,-0.00015255832113325596,0.027186298742890358,0.02978113666176796,112.51852602175481,975.295166015625,5.988131973360484,0.797856330871582,0.012124796397984028,5.973441152435881
190503021202,-0.00022970455756876618,0.0278061181306839,0.02931779995560646,127.19892514455371,823.0699462890625,5.9784095576695595,0.7913491129875183,0.016928302124142647,5.885174672990533
190503021203,-0.00023845430405344814,0.02819497138261795,0.02918868511915207,123.67177792606397,730.0244140625,5.913442206382914,0.8056274056434631,0.01905052177608013,5.940215843333876
190503021204,-0.0002313512231921777,0.028179718181490898,0.030279021710157394,117.15329776017862,903.8680419921875,5.989269558500721,0.8003349304199219,0.019352780655026436,6.003338309483549
190503021205,-0.000458578288089484,0.026974912732839584,0.029573796316981316,131.72366367834047,764.2479248046875,5.982985227670207,0.810330331325531,0.03949020802974701,6.003709079042428
190503021206,-9.267848508898169e-05,0.034619785845279694,0.034078262746334076,112.9368523679976,533.6902465820312,5.794849847550622,0.8621055483818054,0.0023126965388655663,6.734548568845791
190503021207,-0.0002853474288713187,0.04095318913459778,0.03995874524116516,101.53100047416929,371.89727783203125,5.371663458485989,0.9313923716545105,0.0047446005046367645,7.788037633824848
190503021208,-0.0003597394097596407,0.039984311908483505,0.03909560292959213,108.62118121292185,324.97467041015625,5.472413417601316,0.9256672263145447,0.002468255115672946,7.554911517785384
190503021209,-0.00038708720239810646,0.04161804914474487,0.03769681230187416,109.96767347952074,200.94088745117188,5.324417855198987,0.9568644762039185,0.0011632231762632728,7.776351244447904
190503021210,-0.00038072458119131625,0.04000524803996086,0.036049943417310715,109.41645308004722,170.92726135253906,5.548980373285724,0.9720056653022766,0.0019629986491054296,7.706479324771806
190503021211,-0.0002313353616045788,0.036173585802316666,0.03826705738902092,126.46494674979027,361.92193603515625,5.94308593765963,0.915367603302002,0.00641210051253438,7.25691989473678
190503021212,-0.00014741794439032674,0.03713986650109291,0.038135889917612076,123.45814636538763,317.7140197753906,5.800278290637698,0.904480516910553,0.0038826579693704844,7.290661286065487
190503021300,-0.0002728555991780013,0.0444166474044323,0.03863019868731499,103.4118397273906,148.70277404785156,4.363626692340043,0.9613839387893677,0.0012980096507817507,7.965512534676632
190503021401,-0.00023304723436012864,0.04107716679573059,0.041749097406864166,112.73172507730601,313.7216796875,5.89454686326583,0.9494427442550659,0.004095335491001606,7.8829661726799465
190503021402,-6.883608875796199e-05,0.043396249413490295,0.042631492018699646,107.75558376911549,309.59954833984375,5.712036014899652,0.9479750394821167,0.0024874648079276085,8.189742610548793
190503021403,-0.00016694948135409504,0.03519703820347786,0.036949388682842255,109.00478407166644,447.1083679199219,5.931610900861767,0.8894781470298767,0.004548521246761084,7.054345266320739
190503021404,-0.00013159205263946205,0.0419650636613369,0.04381728172302246,112.97192994998788,257.9210510253906,5.859978978628072,0.9526846408843994,0.0019381324527785182,8.062064597086968
190503021405,-0.00018161715706810355,0.042675044387578964,0.04352502152323723,127.43776497561149,171.11700439453125,5.496959535859032,0.9675416946411133,0.0011045809369534254,8.295190188196726
190503021406,-0.00019555997278075665,0.04567858949303627,0.04574191942811012,114.2784978632846,151.4710235595703,5.303082577356139,0.9675154089927673,0.0009576521115377545,8.577590116906538
190503021407,-0.00010616653162287548,0.04231557622551918,0.04169094190001488,109.01589539990348,196.23748779296875,5.5185284264335275,0.9514257311820984,0.0014140884159132838,8.054667867583621
190503021408,-0.0002531947393435985,0.0442216657102108,0.04030207544565201,109.20020328871861,78.60643768310547,4.3213164063304115,0.9769836664199829,0.0007806106586940587,8.270842763714347
190503021501,-4.3730211473302916e-05,0.041244130581617355,0.04034464433789253,111.94649052216948,414.0603332519531,5.921861142305717,0.9156894087791443,0.0010289869969710708,7.699154233833034
190503021502,-0.000238508204347454,0.046776432543992996,0.03880781680345535,92.47005825349002,111.46123504638672,4.246399705714026,0.9764963388442993,0.001376551459543407,8.089661415575867
190503021503,-0.0004161879187449813,0.04443605616688728,0.038456980139017105,101.26982408983307,126.59406280517578,4.824142040784667,0.971230685710907,-4.76857676403597e-05,8.068443873424444
190503021504,-0.00026799843180924654,0.03751283511519432,0.037907958030700684,124.74275739505622,408.3999328613281,5.913247040456901,0.9075548648834229,0.013171033933758736,7.235502798649425
190503021505,-0.00018345177522860467,0.04229789972305298,0.03982311487197876,110.85718230599872,234.4332733154297,5.222447861448337,0.9535161852836609,0.004214505199342966,7.860581240034228
190503021506,-0.0001317665446549654,0.040235746651887894,0.03960304334759712,119.62778466059265,299.29266357421875,5.729107095820468,0.9246635437011719,0.0030928493943065405,7.60593600789062
190503021507,-0.0006644661189056933,0.045022767037153244,0.03640928491950035,102.79838795287395,97.56285858154297,3.9665541497052743,0.9757480621337891,0.00040253979386761785,7.875443025622665
190503021508,-0.00025045298389159143,0.036352433264255524,0.03736380487680435,125.9482691897851,366.2433166503906,5.824831271889073,0.8984765410423279,0.007054255343973637,7.17603312098262
190503021509,-0.0002147874765796587,0.03848300874233246,0.038586899638175964,130.08043115684947,285.2318115234375,5.46214075812442,0.9256702065467834,0.004710163455456495,7.4990494051557
190503021510,-0.0010799107840284705,0.049106061458587646,0.038405872881412506,98.93066807383055,44.08063888549805,3.12431229927035,0.9901354908943176,0.00023148255422711372,8.178350065336483
190503021511,-0.0008194393594749272,0.0441623292863369,0.038679808378219604,112.19177774438363,83.1208267211914,3.9449207744115102,0.9752775430679321,5.1594186516012996e-05,8.241194762975628
AK_74_Filtered_Reference,,,,,,,,,
AK_74_Sample_Dataset,,,,,,,,,
AK_19060301,,,,,,,,,
AK_19060301_Sample_Dataset,,,,,,,,,
AK_19060301_filtered_ref_1m_minbuf,,,,,,,,,
190603010101,-0.0002580533910077065,0.034023188054561615,0.03526927903294563,109.00933108298516,901.0545043945312,5.918387100726564,0.9214440584182739,0.00829637423157692,7.0059636900481275
190603010102,-0.00018741714302450418,0.04226865619421005,0.04122411832213402,106.49347174537415,710.0802612304688,5.105560995791726,0.9637791514396667,0.0037674671038985252,8.095525808974578
190603010103,-0.00013957668852526695,0.0377018079161644,0.039371687918901443,101.93034697645878,777.7078857421875,5.750613793849982,0.9526689052581787,0.0032893440220505,7.630219898702718
190603010104,-0.0001517863420303911,0.05055379495024681,0.044145483523607254,127.05309062196187,593.7293090820312,3.7614466772456794,0.9893501400947571,0.00026967632584273815,9.165134075220239
190603010105,-0.00011847665155073628,0.049101993441581726,0.0457720011472702,133.4545355740928,586.2849731445312,4.335491042483834,0.9888790249824524,0.0001753197720972821,9.180461846941073
190603010106,-0.0002969169581774622,0.04433112218976021,0.04443478211760521,122.97042972123815,667.1975708007812,5.86319426090353,0.9763281345367432,0.003848487976938486,8.521015198620463
190603010107,-0.00018257628835272044,0.048613179475069046,0.046595871448516846,129.20788063803477,600.5180053710938,5.005149486724679,0.9864444136619568,0.00040509880636818707,9.184040795154624
190603010108,-0.0002511885541025549,0.0497107207775116,0.04332464933395386,139.70790993344758,550.1553955078125,3.6611142798565917,0.9913820624351501,0.0005204345216043293,9.034866410623627
190603010109,-0.00023747618251945823,0.04682145267724991,0.043587516993284225,127.56884031728501,575.0014038085938,4.792238246285428,0.9818007946014404,0.001449728268198669,8.745356620384829
190603010201,-0.0002919855178333819,0.047818128019571304,0.04634898528456688,121.7307305556583,615.2711181640625,4.600888298960729,0.9787067770957947,0.0009069470688700676,8.978200115605192
190603010202,-0.00016210819012485445,0.04770578444004059,0.04587589576840401,128.23395282899637,600.033447265625,5.268030826063586,0.9812430739402771,0.0005008423468098044,8.97218058122815
190603010203,-0.00020307958766352385,0.048817284405231476,0.04526215419173241,125.79311850314929,565.8582763671875,5.070069057848351,0.9854092597961426,0.0004194721987005323,9.0980651875112
190603010204,-0.00021717892377637327,0.047579482197761536,0.044221196323633194,130.3510578612452,515.5288696289062,5.145780120378163,0.9858155250549316,0.0006814301596023142,8.922741739542564
190603010205,-0.0003593499423004687,0.04849718511104584,0.04286327213048935,129.93842410753598,507.13861083984375,3.8373699766817664,0.989433765411377,0.0004295552789699286,8.846288854495704
190603010207,-0.0001716989208944142,0.0475803017616272,0.04516901448369026,119.52864157498865,509.5318908691406,5.464352641622895,0.9844278693199158,0.0002882902626879513,8.945789919153999
190603010208,-0.00011999170237686485,0.04547286778688431,0.04377332702279091,128.27216831233918,529.6790771484375,5.085481967116962,0.9810025095939636,0.0006745803402736783,8.612210812529234
190603010209,-0.000212985702091828,0.047232046723365784,0.04428334906697273,132.311264285538,480.6723937988281,4.96929174997326,0.9846487641334534,0.000546207360457629,8.866608534579875
190603010301,-0.00018483452731743455,0.03592398390173912,0.03807360678911209,130.56151133393553,778.4049072265625,5.963339943236786,0.9295437932014465,0.006272357422858477,7.271772281715439
190603010302,-0.0002204786433139816,0.039609145373106,0.04096674919128418,113.1629597887638,735.7263793945312,5.802704352792283,0.9477769732475281,0.005796325393021107,7.780883952521121
190603010303,-0.00022959809575695544,0.038917746394872665,0.03887796029448509,125.9311974161614,668.713134765625,5.634526716517261,0.9464887976646423,0.0056622507981956005,7.57462005508969
190603010304,-0.00021742946410086006,0.04474925249814987,0.04259459301829338,120.98892290344334,577.8294067382812,5.237660153634314,0.9739757776260376,0.0024132628459483385,8.336086945703132
190603010401,-0.00020884607511106879,0.033909980207681656,0.035494521260261536,120.58903788447866,832.7066650390625,5.9816838528004626,0.923080325126648,0.00588185852393508,7.030228387557866
190603010402,-0.00032874333555810153,0.0353839136660099,0.03699423372745514,112.63565408206537,766.8088989257812,5.961673507814735,0.9339012503623962,0.008984019048511982,7.239710336194793
190603010403,-0.00021255025058053434,0.043829094618558884,0.04308895021677017,128.23852111973557,660.07373046875,5.467303573162303,0.9664874076843262,0.0033368109725415707,8.351479219809944
190603010404,-0.00025376881239935756,0.04199168458580971,0.04126042127609253,114.64283577714764,631.807861328125,5.456403436674374,0.9664961695671082,0.003269850043579936,8.11957796041909
190603010405,-0.0002772514708340168,0.0453026257455349,0.04236297681927681,122.17668809003314,576.120849609375,4.7219193286511905,0.9733076691627502,0.0021471476648002863,8.484127490310362
190603010406,-0.00023970876645762473,0.04387397691607475,0.04427974671125412,130.53803137324897,552.3026123046875,5.8027089629672055,0.9785063862800598,0.0010421861661598086,8.462312715024149
190603010407,-0.00017227268835995346,0.045655008405447006,0.04393726959824562,136.37377667846755,517.4586791992188,5.566816034826578,0.9801416397094727,0.0005633764085359871,8.631775070167349
190603010501,-0.0003002194862347096,0.033702339977025986,0.03501071408390999,137.90648459531545,793.636474609375,5.976376264551831,0.9152685403823853,0.00921507179737091,6.878926480402441
190603010502,-0.00031773949740454555,0.03423995524644852,0.035059668123722076,134.78375453803872,753.6791381835938,5.9346845590707344,0.9256711602210999,0.00897184107452631,6.966913673938702
190603010503,-0.0003445768088568002,0.038941286504268646,0.039728060364723206,125.11771602555888,668.18896484375,5.890094454432201,0.9532263278961182,0.007468902971595526,7.683908656000444
190603010504,-0.00033476317184977233,0.04470289498567581,0.04366693273186684,127.22739313240757,545.2015380859375,5.344841818717598,0.9758350253105164,0.0029412293806672096,8.48282454198942
190603010505,-0.0002769665152300149,0.04275508597493172,0.0413978174328804,126.40422199406355,566.9710083007812,5.36911556323535,0.9676196575164795,0.0031122767832130194,8.150340936741337
190603010601,-0.0004399211029522121,0.033201269805431366,0.033957913517951965,139.2190946431074,819.5281372070312,5.946675310993152,0.900833785533905,0.018990280106663704,6.734833176932543
190603010602,-0.0004639255639631301,0.03546731546521187,0.03681846708059311,136.14653997884923,746.118408203125,5.929844409656944,0.933107852935791,0.01336468942463398,7.193640419851077
190603010603,-0.00037922593764960766,0.0335703082382679,0.03441593423485756,123.91610529930992,732.0835571289062,5.840716659773997,0.9174880981445312,0.011158817447721958,6.908996579344566
190603010604,-0.0002692989946808666,0.036546289920806885,0.037465546280145645,129.62680649273474,663.9486083984375,5.867119627726872,0.9460928440093994,0.004140072967857122,7.432361495141688
190603010605,-0.0003060104791074991,0.037485867738723755,0.03787451982498169,127.2634938063222,680.7894287109375,5.709203393115543,0.9468908309936523,0.006525890901684761,7.4788713486858125
190603010606,-0.0003830988425761461,0.04501334950327873,0.04307708889245987,114.90985466103454,575.7616577148438,5.1134005506707485,0.9789652824401855,0.0031286978628486395,8.488793266334344
190603010607,-0.0002172686654375866,0.0426051989197731,0.041391000151634216,124.44640904593712,560.7064819335938,5.433805407151626,0.9662938714027405,0.002599220024421811,8.11097161946572
190603010608,-0.0003396456013433635,0.03719962760806084,0.038801126182079315,117.33879799342292,580.1901245117188,5.789580210843331,0.9540855288505554,0.008047269657254219,7.566695119968807
190603010609,-0.00023570639314129949,0.04390507563948631,0.04440255090594292,127.01989426471503,531.6582641601562,5.738428596748105,0.9819633960723877,0.0006033404497429729,8.579129813354944
190603010610,-0.00019536045147106051,0.04381807893514633,0.04241735488176346,124.6025244225657,474.7818603515625,5.37656929815036,0.97708660364151,0.0007134592742659152,8.365886507116112
190603010701,-0.0002561576256994158,0.04379986599087715,0.043935999274253845,127.6774686203776,528.6637573242188,5.885773601065459,0.9785815477371216,0.0007083617383614182,8.459362178706726
190603010702,-0.00036045443266630173,0.04440127685666084,0.04331464692950249,127.3772417556801,471.20184326171875,5.437446110010631,0.9763585925102234,0.0007739224820397794,8.47740941531457
190603010703,-0.00031633427715860307,0.04889320582151413,0.04236876964569092,131.32756850993917,460.8153381347656,3.8469011481578383,0.9894624948501587,0.0010504223173484206,8.844388145087699
190603010704,-0.0003387650940567255,0.044564347714185715,0.04235364496707916,122.76292152868055,440.6285400390625,5.2621454926159394,0.981488823890686,0.0007473420118913054,8.443736251986735
190603010705,-0.0005818241043016315,0.04681577533483505,0.04110628738999367,125.96773972653504,429.0207214355469,4.1379665205063265,0.9860973358154297,0.000507956778164953,8.557784542154183
190603010706,-0.0002669091336429119,0.04572400823235512,0.04436865448951721,128.70586434299614,499.75177001953125,5.3141378990293,0.9691647887229919,0.006448822095990181,8.629351019486071
190603010707,-0.00029984014690853655,0.04624674841761589,0.04567203298211098,125.47675475970927,456.8685302734375,5.53144063930554,0.9822034239768982,0.0014994952362030745,8.734252537427038
190603010708,-0.0001978742948267609,0.04502478241920471,0.043607719242572784,122.40483967708052,450.6463317871094,5.597646416126633,0.9802995324134827,0.0007113365572877228,8.539033991291385
190603010709,-0.00018431158969178796,0.04474572464823723,0.04129769653081894,103.70944400976356,432.28179931640625,5.833421148008736,0.9801737666130066,0.0006379433907568455,8.343518425467293
190603010710,-0.0004492519947234541,0.04560088366270065,0.04122478887438774,96.22008783763187,417.6653137207031,5.264232992007113,0.9807021021842957,0.0004251303034834564,8.369460400806878
190603010801,-0.00034202035749331117,0.03528935834765434,0.03724171966314316,125.87030193065517,767.2952880859375,5.973448813540101,0.9279565811157227,0.008329159580171108,7.2562206869811625
190603010802,-0.0002556431863922626,0.037893783301115036,0.03862086310982704,130.87432672904376,706.2373657226562,5.915252669159079,0.9441066384315491,0.005311593879014254,7.542833956197248
190603010803,-0.00027512875385582447,0.03877449408173561,0.03894975408911705,140.22097093324416,679.1006469726562,5.878843047030231,0.9418558478355408,0.006998408120125532,7.537153360196738
190603010804,-0.0002024686400545761,0.0349213145673275,0.03518802672624588,39.78075488571273,743.520751953125,5.955406019634414,0.9245342016220093,0.004439518321305513,7.051418485119244
190603010805,-0.0002529744815547019,0.04092400148510933,0.038517650216817856,126.80106675625886,623.71630859375,5.739311009452124,0.9613997340202332,0.0042001428082585335,7.792079268592956
190603010806,-0.00034156496985815465,0.03629008308053017,0.035744182765483856,45.03981795392666,634.7095336914062,5.898595886944759,0.9412757158279419,0.006648980546742678,7.25939880315385
190603010807,-0.00027497668634168804,0.04482954740524292,0.041729506105184555,136.5727770795348,-387.11358642578125,5.597711914287232,0.9813107252120972,0.0011423703981563449,8.434672937387097
190603010808,-0.0003593869332689792,0.04489457979798317,0.038883026689291,124.7164894612388,489.3789367675781,5.416643730688339,0.9743169546127319,0.0017485683783888817,7.937304826944953
190603010901,-0.0003915303386747837,0.03777535259723663,0.038932181894779205,129.18274812331188,727.7142944335938,5.748251196878453,0.9439789056777954,0.01027145516127348,7.658044183745193
190603010902,-0.00028112350264564157,0.04227431118488312,0.04169655591249466,130.54841350438332,586.8862915039062,5.4768386625705645,0.968542218208313,0.003459829604253173,8.168802196861138
190603010903,-0.00025058683240786195,0.04462876915931702,0.040266647934913635,133.70452934474034,-477.4928894042969,5.483161084611388,0.9763500094413757,0.00171367556322366,8.160340941731993
190603010904,-0.00033309892751276493,0.03947214037179947,0.04015606641769409,128.2190363002419,573.5891723632812,5.721432122678188,0.9601807594299316,0.0073758321814239025,7.798838909451097
190603010905,-0.00024100433802232146,0.04221087694168091,0.04041004180908203,130.37382975065952,-795.6185913085938,5.679937649614741,0.9665455222129822,0.002857126761227846,7.986440210851554
190603010906,-0.00034046050859615207,0.03662221133708954,0.03605302423238754,131.26100392143968,671.4673461914062,5.91442448682317,0.9344972372055054,0.01042473316192627,7.178272643578666
190603010907,-0.0003597922041080892,0.03508618474006653,0.03446296602487564,125.63067798109941,431.2912292480469,5.8751780832371985,0.9294637441635132,0.010087266564369202,6.985240979249875
190603010908,-0.00025145665858872235,0.04582066088914871,0.03801489248871803,129.64352585332455,465.08367919921875,4.706967708556071,0.976067841053009,0.0024367407895624638,7.981910830153236
190603010909,-0.00014518771786242723,0.04455246031284332,0.04221515730023384,131.6673282397761,472.2314758300781,5.5753711284273795,0.9766371250152588,0.0012546394718810916,8.439513122005579
190603010910,-0.00039751696749590337,0.046052176505327225,0.038121555000543594,128.87886060215962,414.426025390625,5.252656825024735,0.9820762872695923,0.0005548372864723206,8.038192615131221
190603011001,-0.00018611278210300952,0.04552053287625313,0.0409565269947052,121.77767392119095,427.0509033203125,5.810695714770537,0.9799943566322327,0.000666886568069458,8.338758090805518
190603011002,-0.0003668215358629823,0.04579748585820198,0.04049602150917053,130.350200584866,406.65234375,5.558735749206093,0.9818276166915894,0.0008749161497689784,8.32776458439579
190603011003,-0.00028591061709448695,0.04482131823897362,0.03947151452302933,112.54448333006836,467.0966491699219,5.486160012283386,0.979114830493927,0.003290516557171941,8.127002885096765
190603011004,-0.00015285219706129283,0.043677132576704025,0.039413273334503174,133.07378406049443,434.3401184082031,5.732319576268732,0.9769032597541809,0.0009646318503655493,8.073195215510163
190603011005,-0.00023222093295771629,0.04389098286628723,0.04052211716771126,130.77104587347694,-3989.484375,5.923821524694265,0.9781727194786072,0.0007327038911171257,8.243600984380311
190603011006,-0.000667544431053102,0.04639405012130737,0.03784649074077606,123.8879863557578,-862.5872192382812,4.823757162091814,0.9825053811073303,0.000640078098513186,8.004629535911135
190603011007,-0.00035367728560231626,0.0453336201608181,0.03998759761452675,81.07394255016791,287.28387451171875,5.338981273518789,0.9823222160339355,0.0004617765371222049,8.241619218335273
190603011008,-0.00022054219152778387,0.04495881870388985,0.04084251448512077,81.30741510569038,-164.4068145751953,5.840626298575257,0.9797812700271606,0.0005736554157920182,8.311695864534416
190603011009,-0.0002753255539573729,0.04577934741973877,0.04193790629506111,86.14137397580687,390.9084777832031,5.807812825011325,0.9822037816047668,0.000826208561193198,8.502961404414071
190603011010,-0.0005209752707742155,0.044312845915555954,0.03957752138376236,82.66041879313343,352.1104431152344,5.2382946224056575,0.9801855683326721,0.0005758509505540133,8.190012770050918
190603011101,-0.00018813952920027077,0.037268396466970444,0.03748198226094246,120.62778411387517,370.0619201660156,5.911170866518775,0.9195305109024048,0.006692604161798954,7.298977158323099
190603011102,-0.00025289045879617333,0.040070947259664536,0.03894750401377678,126.20334150201664,800.5889282226562,5.898639867815852,0.9358910322189331,0.009146866388618946,7.715713569857855
190603011103,-0.0002163519529858604,0.04387633129954338,0.04031521454453468,82.33471010997836,654.6920166015625,5.635741435395177,0.9555211067199707,0.0038171943742781878,8.04670806316913
190603011104,-0.0003884224861394614,0.03547673299908638,0.03656217083334923,137.3298075962303,752.8989868164062,5.991281189999096,0.9267781972885132,0.014066695235669613,7.176132209726782
190603011105,-0.00020539409888442606,0.036518387496471405,0.03701993077993393,128.76040628263647,700.216552734375,5.975921941406308,0.941327691078186,0.004939961712807417,7.338331829292643
190603011106,-0.00024295851471833885,0.03572818636894226,0.03528863564133644,70.77672641405924,614.8793334960938,5.848703229456289,0.9330517053604126,0.004944991320371628,7.145184255064844
190603011201,-0.00037153979064896703,0.034438807517290115,0.034454867243766785,64.2050464383621,647.8675537109375,5.92993280784323,0.9308229684829712,0.010540692135691643,7.008814486288066
190603011202,-0.0003628174017649144,0.041974857449531555,0.0397188775241375,81.75941982435529,532.1289672851562,5.7723962124610795,0.9612391591072083,0.005455567967146635,7.853903880627684
190603011203,-0.00027005394804291427,0.04163524508476257,0.039197154343128204,84.70064712117576,549.1195678710938,5.404689223937148,0.9621732234954834,0.0035430206917226315,7.8129210148897075
190603011204,-0.00036517487023957074,0.04613140970468521,0.03775063529610634,67.05036354889133,460.66314697265625,4.966362760004248,0.9763857126235962,0.003563811769708991,7.94507681583702
190603011205,-0.0002805930853355676,0.04028436541557312,0.03790722414851189,120.36785578697632,589.938720703125,5.766857208555343,0.952829122543335,0.006285565905272961,7.585310706830409
190603011206,-0.00027873707585968077,0.04534848406910896,0.03840247541666031,62.959507881813536,451.38983154296875,5.264509243425665,0.9805213809013367,0.001599768060259521,8.02832064073016
190603011207,-0.00016448493988718837,0.04414750635623932,0.04134400933980942,86.98208468756667,482.5015563964844,5.393755388828082,0.9687461853027344,0.0027105503249913454,8.206066028216224
190603011208,-0.0002470592444296926,0.047066543251276016,0.040380533784627914,87.593797050772,401.0439758300781,5.092990345813139,0.9819263219833374,0.0008984091109596193,8.372615812762936
190603011209,-0.0003036094130948186,0.04572097957134247,0.04067946970462799,86.43608227843592,389.6230773925781,4.956757097697519,0.9760837554931641,0.0015375454677268863,8.329185559119733
190603011301,-0.00026383897056803107,0.04230619966983795,0.041490741074085236,103.68670245567775,726.5052490234375,5.871619971479625,0.9288244843482971,0.009003724902868271,7.8553865588398155
190603011302,-0.0002503714931663126,0.04457400366663933,0.043320998549461365,94.10957818649105,622.136474609375,5.317349610473054,0.9456013441085815,0.005169115960597992,8.25886174558138
190603011303,-0.0003613635781221092,0.040371738374233246,0.03882860392332077,104.46533713385152,717.8248901367188,5.789074483022515,0.9312969446182251,0.012509635649621487,7.6933285650062
190603011304,-0.00029010011348873377,0.045453764498233795,0.0404178649187088,84.56084375912579,506.7574157714844,4.746367378310122,0.9721484184265137,0.0019480523187667131,8.143746907172316
190603011305,-0.00042652859701775014,0.046162426471710205,0.04283534735441208,77.75359045060874,524.6995849609375,5.2736992737458435,0.9729595184326172,0.004069603513926268,8.441669892913366
190603011306,-0.00023387563123833388,0.04349786415696144,0.0396781824529171,75.2938696868889,660.917236328125,5.54734799690673,0.9599512815475464,0.0051323603838682175,8.04521328748496
190603011307,-0.00026025398983620107,0.045450396835803986,0.04223155602812767,78.67538827538552,570.5654907226562,5.5404095676706735,0.9778850078582764,0.0013483851216733456,8.376092147452999
190603011308,-0.00021922467567492276,0.046888597309589386,0.04068804904818535,86.57600746434754,509.0114440917969,5.105570781089151,0.9835841059684753,0.0006020163418725133,8.349421559415704
190603011309,-0.00026995615917257965,0.04373521730303764,0.041459597647190094,90.2601976336281,538.0448608398438,5.741903312023598,0.972963809967041,0.003933165688067675,8.222163043179542
190603011310,-0.00029337703017517924,0.046010635793209076,0.040801603347063065,83.39306081090034,537.8733520507812,5.172598930536907,0.9685817956924438,0.0025601794477552176,8.272288504314165
190603011401,-0.00018278940115123987,0.036382947117090225,0.0364774726331234,126.86600941100156,1091.6864013671875,5.9110013951733436,0.9119713306427002,0.004090635105967522,7.161638533852167
190603011402,-0.00022644484124612063,0.032878365367650986,0.03430817648768425,120.14061268499265,1110.6090087890625,5.889578301032164,0.8791364431381226,0.007170360069721937,6.703184424103179
190603011403,-0.0002321237261639908,0.03616449981927872,0.03646089509129524,116.7821737975866,1168.609130859375,5.912676831884622,0.8891883492469788,0.008641851134598255,7.0530690598399435
190603011404,-0.00019865659123752266,0.03253524750471115,0.03312214836478233,116.38894367465423,1183.9915771484375,5.941701920358234,0.8633096218109131,0.011629404500126839,6.5538057118989075
